order_id,customer_id,restaurant_name,cuisine_category,city,order_value_inr,order_time,delivered_time,status,cancellation_reason,rating,delivery_person_id,delivery_distance_km,delivery_duration_mins,is_on_time
ORDR_111646,CUST_1577,Tandoori Nights,North Indian,Bangalore,618,2025-07-21 20:46:38,2025-07-21 21:27:38,Delivered,,4.0,DELV_264,1.9,41.0,False
ORDR_120703,CUST_3656,Moti Mahal,North Indian,Chennai,527,2025-07-21 20:50:03,2025-07-21 21:23:03,Delivered,,,DELV_279,2.2,33.0,True
ORDR_100500,CUST_2335,Chinatown,Chinese,Bangalore,323,2025-07-21 20:51:31,2025-07-21 21:35:31,Delivered,,,DELV_371,2.2,44.0,False
ORDR_124053,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,242,2025-07-21 21:04:53,,Cancelled,Delayed delivery cancel,,,1.2,,False
ORDR_122328,CUST_3656,Charminar Bites,Biryani,Chennai,130,2025-07-21 21:20:22,,Cancelled,Delivery partner unavailable,,,11.8,,False
ORDR_115474,CUST_2335,Dakshin Delight,South Indian,Bangalore,418,2025-07-21 21:24:02,2025-07-21 22:15:02,Delivered,,,DELV_106,5.7,51.0,False
ORDR_120587,CUST_2115,Behrouz Biryani,Biryani,Hyderabad,520,2025-07-21 21:46:28,2025-07-21 22:53:28,Delivered,,3.0,DELV_192,9.7,67.0,False
ORDR_111425,CUST_3656,Baskin Robbins,Desserts,Chennai,447,2025-07-21 21:50:32,2025-07-21 22:37:32,Delivered,,2.0,DELV_380,4.0,47.0,False
ORDR_121629,CUST_2335,Saravana Bhavan,South Indian,Bangalore,439,2025-07-21 22:24:19,2025-07-21 23:13:19,Delivered,,4.0,DELV_234,2.2,49.0,False
ORDR_122768,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,610,2025-07-21 22:24:59,2025-07-21 23:02:59,Delivered,,,DELV_189,3.4,38.0,True
ORDR_117875,CUST_1577,Tandoori Nights,North Indian,Bangalore,471,2025-07-21 22:41:59,2025-07-21 23:43:59,Delivered,,1.0,DELV_363,6.2,62.0,False
ORDR_116703,CUST_1577,Pizza Hut,Fast Food,Bangalore,276,2025-07-21 22:44:39,2025-07-22 00:01:39,Delivered,,1.0,DELV_354,9.1,77.0,False
ORDR_109448,CUST_3278,Pind Balluchi,North Indian,Hyderabad,812,2025-07-21 22:45:01,,Cancelled,Customer cancelled,,,1.2,,False
ORDR_123901,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,850,2025-07-21 22:56:21,2025-07-21 23:44:21,Delivered,,,DELV_283,2.5,48.0,False
ORDR_103338,CUST_4084,KFC,Fast Food,Hyderabad,412,2025-07-21 23:27:25,2025-07-21 23:48:25,Delivered,,5.0,DELV_252,1.6,21.0,True
ORDR_120067,CUST_1577,Idli Factory,South Indian,Bangalore,523,2025-07-22 00:44:20,2025-07-22 01:26:20,Delivered,,3.0,DELV_106,1.7,42.0,False
ORDR_110442,CUST_1577,Sweet Truth,Desserts,Bangalore,262,2025-07-22 01:00:41,2025-07-22 01:26:41,Delivered,,4.0,DELV_130,1.6,26.0,True
ORDR_101511,CUST_4190,Paradise Biryani,Biryani,Pune,368,2025-07-22 02:05:05,2025-07-22 03:13:05,Delivered,,1.0,DELV_101,14.9,68.0,False
ORDR_106606,CUST_3278,Charminar Bites,Biryani,Hyderabad,563,2025-07-22 04:13:05,2025-07-22 04:48:05,Delivered,,2.0,DELV_123,4.0,35.0,True
ORDR_123062,CUST_2371,Burger Singh,Fast Food,Bangalore,489,2025-07-22 08:39:38,2025-07-22 09:07:38,Delivered,,5.0,DELV_261,2.4,28.0,True
ORDR_116281,CUST_1436,Paradise Biryani,Biryani,Hyderabad,472,2025-07-22 08:56:35,2025-07-22 09:35:35,Delivered,,5.0,DELV_183,2.3,39.0,True
ORDR_117521,CUST_4005,Baskin Robbins,Desserts,Pune,120,2025-07-22 09:00:48,2025-07-22 09:34:48,Delivered,,5.0,DELV_119,1.0,34.0,True
ORDR_104824,CUST_1577,Dhaba Express,North Indian,Bangalore,275,2025-07-22 09:18:39,2025-07-22 09:59:39,Delivered,,2.0,DELV_237,6.3,41.0,False
ORDR_115896,CUST_3656,Idli Factory,South Indian,Chennai,305,2025-07-22 10:44:02,2025-07-22 11:17:02,Delivered,,,DELV_391,2.3,33.0,True
ORDR_104745,CUST_3656,Dakshin Delight,South Indian,Chennai,451,2025-07-22 11:36:50,2025-07-22 12:14:50,Delivered,,,DELV_373,3.6,38.0,True
ORDR_107274,CUST_3278,Charminar Bites,Biryani,Hyderabad,387,2025-07-22 12:20:22,2025-07-22 13:09:22,Delivered,,2.0,DELV_273,6.5,49.0,False
ORDR_112359,CUST_2335,Idli Factory,South Indian,Bangalore,121,2025-07-22 12:31:53,2025-07-22 13:27:53,Delivered,,1.0,DELV_234,2.9,56.0,False
ORDR_105893,CUST_1577,Pizza Hut,Fast Food,Bangalore,520,2025-07-22 12:33:16,2025-07-22 13:21:16,Delivered,,,DELV_295,2.4,48.0,False
ORDR_113528,CUST_3278,Dhaba Express,North Indian,Hyderabad,621,2025-07-22 12:41:49,,Cancelled,Delivery partner unavailable,,,5.6,,False
ORDR_116174,CUST_1442,KFC,Fast Food,Bangalore,429,2025-07-22 12:52:05,2025-07-22 13:34:05,Delivered,,3.0,DELV_353,1.6,42.0,False
ORDR_117569,CUST_3278,Moti Mahal,North Indian,Hyderabad,380,2025-07-22 13:15:55,2025-07-22 14:21:55,Delivered,,,DELV_312,6.9,66.0,False
ORDR_102698,CUST_1203,Baskin Robbins,Desserts,Mumbai,568,2025-07-22 13:31:08,2025-07-22 14:16:08,Delivered,,,DELV_100,4.2,45.0,False
ORDR_115141,CUST_3656,Dakshin Delight,South Indian,Chennai,368,2025-07-22 13:35:20,2025-07-22 14:16:20,Delivered,,4.0,DELV_158,2.6,41.0,False
ORDR_121638,CUST_3656,Sagar Ratna,South Indian,Chennai,269,2025-07-22 13:58:55,2025-07-22 14:42:55,Delivered,,3.0,DELV_186,1.6,44.0,False
ORDR_121452,CUST_1752,Waffle Lust,Fast Food,Chennai,359,2025-07-22 14:28:51,2025-07-22 15:12:51,Delivered,,1.0,DELV_398,3.0,44.0,False
ORDR_121922,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,120,2025-07-22 14:34:31,2025-07-22 15:17:31,Delivered,,1.0,DELV_374,5.6,43.0,False
ORDR_122016,CUST_2335,Biryani Blues,Biryani,Bangalore,652,2025-07-22 15:53:40,2025-07-22 16:41:40,Delivered,,,DELV_205,3.7,48.0,False
ORDR_111409,CUST_2335,Baskin Robbins,Desserts,Bangalore,152,2025-07-22 16:54:46,2025-07-22 17:29:46,Delivered,,5.0,DELV_264,2.3,35.0,True
ORDR_119427,CUST_2730,Behrouz Biryani,Biryani,Bangalore,580,2025-07-22 17:42:09,2025-07-22 18:09:09,Delivered,,,DELV_130,2.3,27.0,True
ORDR_123570,CUST_2335,Biryani Blues,Biryani,Bangalore,622,2025-07-22 17:45:32,2025-07-22 18:26:32,Delivered,,3.0,DELV_379,1.9,41.0,False
ORDR_109229,CUST_3278,Mehfil,Biryani,Hyderabad,487,2025-07-22 17:56:09,2025-07-22 18:47:09,Delivered,,1.0,DELV_135,8.0,51.0,False
ORDR_121560,CUST_2335,Waffle Lust,Fast Food,Bangalore,604,2025-07-22 18:06:39,2025-07-22 18:35:39,Delivered,,5.0,DELV_333,1.7,29.0,True
ORDR_121694,CUST_1577,Sweet Truth,Desserts,Bangalore,488,2025-07-22 18:15:22,2025-07-22 18:46:22,Delivered,,5.0,DELV_264,1.2,31.0,True
ORDR_116723,CUST_3656,Chinatown,Chinese,Chennai,524,2025-07-22 18:23:34,2025-07-22 18:54:34,Delivered,,4.0,DELV_118,3.5,31.0,True
ORDR_109988,CUST_3656,Saravana Bhavan,South Indian,Chennai,202,2025-07-22 18:38:42,2025-07-22 19:32:42,Delivered,,3.0,DELV_332,7.9,54.0,False
ORDR_101264,CUST_3996,Pind Balluchi,North Indian,Delhi,536,2025-07-22 18:58:46,2025-07-22 19:31:46,Delivered,,,DELV_259,3.2,33.0,True
ORDR_123539,CUST_1577,Burger Singh,Fast Food,Bangalore,420,2025-07-22 19:01:43,2025-07-22 19:51:43,Delivered,,3.0,DELV_268,3.4,50.0,False
ORDR_121837,CUST_2762,Idli Factory,South Indian,Delhi,248,2025-07-22 19:11:26,2025-07-22 20:14:26,Delivered,,,DELV_180,6.8,63.0,False
ORDR_123222,CUST_3278,Natural Ice Cream,Desserts,Hyderabad,182,2025-07-22 19:21:21,2025-07-22 19:54:21,Delivered,,,DELV_284,2.2,33.0,True
ORDR_108887,CUST_1186,Pind Balluchi,North Indian,Delhi,412,2025-07-22 19:29:32,2025-07-22 20:11:32,Delivered,,,DELV_285,3.1,42.0,False
ORDR_114717,CUST_3128,The Noodle Theory,Chinese,Delhi,466,2025-07-22 19:31:59,2025-07-22 20:09:59,Delivered,,4.0,DELV_233,2.6,38.0,True
ORDR_108040,CUST_3278,Charminar Bites,Biryani,Hyderabad,279,2025-07-22 19:34:35,2025-07-22 20:34:35,Delivered,,,DELV_123,5.9,60.0,False
ORDR_117512,CUST_1577,Corner House,Desserts,Bangalore,183,2025-07-22 19:39:09,2025-07-22 20:38:09,Delivered,,,DELV_324,7.0,59.0,False
ORDR_108757,CUST_1577,Wok Express,Chinese,Bangalore,469,2025-07-22 19:43:47,2025-07-22 20:38:47,Delivered,,4.0,DELV_214,2.5,55.0,False
ORDR_103892,CUST_3656,Sagar Ratna,South Indian,Chennai,120,2025-07-22 20:05:20,2025-07-22 20:55:20,Delivered,,3.0,DELV_104,4.4,50.0,False
ORDR_118459,CUST_1577,Biryani Blues,Biryani,Bangalore,609,2025-07-22 20:11:02,2025-07-22 21:11:02,Delivered,,,DELV_237,4.2,60.0,False
ORDR_118409,CUST_2335,Shanti Dhaba,North Indian,Bangalore,451,2025-07-22 20:22:45,2025-07-22 21:10:45,Delivered,,3.0,DELV_172,3.5,48.0,False
ORDR_113891,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,580,2025-07-22 20:30:48,2025-07-22 20:58:48,Delivered,,5.0,DELV_245,1.5,28.0,True
ORDR_119202,CUST_2335,Waffle Lust,Fast Food,Bangalore,518,2025-07-22 20:47:15,,Cancelled,Customer cancelled,,,9.8,,False
ORDR_104093,CUST_4413,Tandoori Nights,North Indian,Pune,355,2025-07-22 20:58:08,2025-07-22 21:41:08,Delivered,,4.0,DELV_396,3.4,43.0,False
ORDR_117951,CUST_3278,Charminar Bites,Biryani,Hyderabad,413,2025-07-22 21:12:49,2025-07-22 21:48:49,Delivered,,3.0,DELV_249,2.9,36.0,True
ORDR_108245,CUST_2335,Dakshin Delight,South Indian,Bangalore,379,2025-07-22 21:18:41,2025-07-22 21:57:41,Delivered,,,DELV_240,1.1,39.0,True
ORDR_102193,CUST_1577,Natural Ice Cream,Desserts,Bangalore,160,2025-07-22 21:24:18,2025-07-22 22:03:18,Delivered,,5.0,DELV_371,1.2,39.0,True
ORDR_119863,CUST_3656,Idli Factory,South Indian,Chennai,404,2025-07-22 21:38:01,2025-07-22 22:38:01,Delivered,,5.0,DELV_166,5.6,60.0,False
ORDR_111163,CUST_4413,Baskin Robbins,Desserts,Pune,250,2025-07-22 21:55:10,2025-07-22 22:41:10,Delivered,,3.0,DELV_168,4.0,46.0,False
ORDR_110334,CUST_3656,Dragon Bowl,Chinese,Chennai,316,2025-07-22 22:12:16,2025-07-22 23:13:16,Delivered,,3.0,DELV_378,7.8,61.0,False
ORDR_111078,CUST_3278,Biryani Blues,Biryani,Hyderabad,214,2025-07-22 22:13:35,2025-07-22 23:24:35,Delivered,,,DELV_260,11.5,71.0,False
ORDR_111392,CUST_1463,KFC,Fast Food,Bangalore,736,2025-07-22 22:19:51,2025-07-22 23:14:51,Delivered,,4.0,DELV_204,3.2,55.0,False
ORDR_101835,CUST_3656,Shanti Dhaba,North Indian,Chennai,406,2025-07-22 22:32:37,2025-07-22 23:44:37,Delivered,,2.0,DELV_227,14.4,72.0,False
ORDR_106724,CUST_1415,Dakshin Delight,South Indian,Bangalore,147,2025-07-22 22:35:18,2025-07-22 23:23:18,Delivered,,,DELV_134,1.9,48.0,False
ORDR_115374,CUST_1577,Pizza Hut,Fast Food,Bangalore,353,2025-07-22 22:47:03,2025-07-22 23:36:03,Delivered,,2.0,DELV_264,1.6,49.0,False
ORDR_108424,CUST_1577,MTR,South Indian,Bangalore,267,2025-07-22 22:59:56,2025-07-22 23:48:56,Delivered,,4.0,DELV_172,5.0,49.0,False
ORDR_105543,CUST_3656,KFC,Fast Food,Chennai,559,2025-07-22 23:10:21,2025-07-22 23:50:21,Delivered,,5.0,DELV_370,5.1,40.0,True
ORDR_105074,CUST_1577,Charminar Bites,Biryani,Bangalore,165,2025-07-22 23:13:14,2025-07-23 00:06:14,Delivered,,,DELV_111,8.7,53.0,False
ORDR_121139,CUST_1577,The Noodle Theory,Chinese,Bangalore,570,2025-07-22 23:16:17,2025-07-23 00:36:17,Delivered,,1.0,DELV_379,15.0,80.0,False
ORDR_105970,CUST_3656,MTR,South Indian,Chennai,170,2025-07-22 23:32:13,2025-07-23 00:26:13,Delivered,,4.0,DELV_181,8.8,54.0,False
ORDR_122270,CUST_3278,Biryani Blues,Biryani,Hyderabad,362,2025-07-23 00:36:52,2025-07-23 01:10:52,Delivered,,5.0,DELV_191,4.5,34.0,True
ORDR_120058,CUST_3278,The Noodle Theory,Chinese,Hyderabad,201,2025-07-23 02:25:29,2025-07-23 02:50:29,Delivered,,3.0,DELV_146,1.3,25.0,True
ORDR_120939,CUST_1415,KFC,Fast Food,Bangalore,483,2025-07-23 05:27:36,2025-07-23 06:12:36,Delivered,,4.0,DELV_292,6.3,45.0,False
ORDR_104554,CUST_3278,Waffle Lust,Fast Food,Hyderabad,263,2025-07-23 05:48:00,2025-07-23 06:18:00,Delivered,,5.0,DELV_143,1.1,30.0,True
ORDR_113035,CUST_2678,Wok Express,Chinese,Pune,429,2025-07-23 06:15:16,,Cancelled,Customer cancelled,,,1.7,,False
ORDR_124759,CUST_3194,Shanti Dhaba,North Indian,Mumbai,367,2025-07-23 08:41:53,2025-07-23 09:17:53,Delivered,,2.0,DELV_220,1.7,36.0,True
ORDR_106623,CUST_2739,Moti Mahal,North Indian,Delhi,428,2025-07-23 10:16:55,2025-07-23 10:53:55,Delivered,,4.0,DELV_167,3.3,37.0,True
ORDR_121459,CUST_3656,MTR,South Indian,Chennai,243,2025-07-23 11:28:52,,Cancelled,Customer cancelled,,,1.5,,False
ORDR_119566,CUST_2335,Dakshin Delight,South Indian,Bangalore,226,2025-07-23 11:42:03,2025-07-23 12:12:03,Delivered,,,DELV_308,1.1,30.0,True
ORDR_112327,CUST_1577,Mainland China,Chinese,Bangalore,683,2025-07-23 11:52:02,2025-07-23 12:22:02,Delivered,,,DELV_363,2.9,30.0,True
ORDR_121375,CUST_2061,Dhaba Express,North Indian,Delhi,602,2025-07-23 11:52:55,2025-07-23 12:38:55,Delivered,,3.0,DELV_338,7.2,46.0,False
ORDR_117758,CUST_3278,Pind Balluchi,North Indian,Hyderabad,394,2025-07-23 12:09:43,2025-07-23 12:50:43,Delivered,,2.0,DELV_105,3.1,41.0,False
ORDR_106198,CUST_1415,Corner House,Desserts,Bangalore,166,2025-07-23 12:10:09,2025-07-23 12:55:09,Delivered,,4.0,DELV_261,3.6,45.0,False
ORDR_116583,CUST_3278,The Noodle Theory,Chinese,Hyderabad,258,2025-07-23 12:15:39,2025-07-23 13:22:39,Delivered,,,DELV_337,8.9,67.0,False
ORDR_119124,CUST_1577,Biryani Blues,Biryani,Bangalore,395,2025-07-23 12:31:26,2025-07-23 13:20:26,Delivered,,,DELV_142,3.0,49.0,False
ORDR_106886,CUST_4364,Shanti Dhaba,North Indian,Mumbai,511,2025-07-23 12:57:54,2025-07-23 14:02:54,Delivered,,,DELV_386,8.2,65.0,False
ORDR_107961,CUST_3656,Tandoori Nights,North Indian,Chennai,454,2025-07-23 13:02:03,2025-07-23 13:39:03,Delivered,,,DELV_198,2.0,37.0,True
ORDR_100899,CUST_2678,Burger Singh,Fast Food,Pune,319,2025-07-23 13:07:29,2025-07-23 14:08:29,Delivered,,1.0,DELV_128,13.9,61.0,False
ORDR_115973,CUST_3656,Dakshin Delight,South Indian,Chennai,437,2025-07-23 13:20:46,2025-07-23 14:31:46,Delivered,,1.0,DELV_213,10.3,71.0,False
ORDR_100132,CUST_2335,Shanti Dhaba,North Indian,Bangalore,378,2025-07-23 13:25:26,,Cancelled,Delivery partner unavailable,,,1.1,,False
ORDR_119602,CUST_2335,Dragon Bowl,Chinese,Bangalore,414,2025-07-23 13:31:36,2025-07-23 14:21:36,Delivered,,,DELV_292,3.9,50.0,False
ORDR_119282,CUST_3295,Pizza Hut,Fast Food,Delhi,467,2025-07-23 13:33:53,2025-07-23 14:14:53,Delivered,,4.0,DELV_272,2.2,41.0,False
ORDR_105302,CUST_3278,Paradise Biryani,Biryani,Hyderabad,570,2025-07-23 13:41:49,2025-07-23 14:08:49,Delivered,,,DELV_135,1.1,27.0,True
ORDR_110723,CUST_2335,Sweet Truth,Desserts,Bangalore,329,2025-07-23 13:53:47,2025-07-23 14:57:47,Delivered,,,DELV_323,4.4,64.0,False
ORDR_103582,CUST_3656,Behrouz Biryani,Biryani,Chennai,415,2025-07-23 14:02:14,2025-07-23 15:09:14,Delivered,,,DELV_373,8.5,67.0,False
ORDR_115390,CUST_1577,Charminar Bites,Biryani,Bangalore,357,2025-07-23 14:07:01,2025-07-23 14:58:01,Delivered,,4.0,DELV_122,1.6,51.0,False
ORDR_122131,CUST_3278,The Belgian Waffle,Desserts,Hyderabad,158,2025-07-23 14:38:21,2025-07-23 15:24:21,Delivered,,4.0,DELV_250,3.6,46.0,False
ORDR_114790,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,774,2025-07-23 14:40:04,2025-07-23 15:23:04,Delivered,,4.0,DELV_105,1.3,43.0,False
ORDR_108563,CUST_1531,Behrouz Biryani,Biryani,Bangalore,474,2025-07-23 15:03:57,2025-07-23 15:38:57,Delivered,,5.0,DELV_228,2.0,35.0,True
ORDR_109022,CUST_2335,Shanti Dhaba,North Indian,Bangalore,523,2025-07-23 15:42:41,2025-07-23 16:20:41,Delivered,,4.0,DELV_111,5.0,38.0,True
ORDR_110687,CUST_3278,Sagar Ratna,South Indian,Hyderabad,439,2025-07-23 16:57:50,2025-07-23 17:42:50,Delivered,,4.0,DELV_387,6.2,45.0,False
ORDR_105735,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,335,2025-07-23 17:23:46,,Cancelled,Customer cancelled,,,3.4,,False
ORDR_116188,CUST_1577,Baskin Robbins,Desserts,Bangalore,552,2025-07-23 18:01:03,2025-07-23 18:36:03,Delivered,,,DELV_156,3.0,35.0,True
ORDR_120863,CUST_3278,Mehfil,Biryani,Hyderabad,548,2025-07-23 18:03:37,2025-07-23 18:31:37,Delivered,,5.0,DELV_124,1.8,28.0,True
ORDR_109034,CUST_1920,Tandoori Nights,North Indian,Pune,652,2025-07-23 18:22:29,2025-07-23 19:28:29,Delivered,,1.0,DELV_248,10.2,66.0,False
ORDR_121608,CUST_2762,Dragon Bowl,Chinese,Delhi,590,2025-07-23 18:28:42,2025-07-23 19:07:42,Delivered,,,DELV_171,3.4,39.0,True
ORDR_101062,CUST_1203,Pizza Hut,Fast Food,Mumbai,467,2025-07-23 18:32:25,2025-07-23 18:53:25,Delivered,,5.0,DELV_109,1.7,21.0,True
ORDR_103620,CUST_1577,MTR,South Indian,Bangalore,718,2025-07-23 18:43:22,2025-07-23 19:20:22,Delivered,,4.0,DELV_205,4.5,37.0,True
ORDR_123120,CUST_3278,Subway Corner,Fast Food,Hyderabad,362,2025-07-23 18:50:50,2025-07-23 19:22:50,Delivered,,5.0,DELV_143,1.5,32.0,True
ORDR_106771,CUST_3278,Biryani Blues,Biryani,Hyderabad,393,2025-07-23 18:53:31,2025-07-23 19:19:31,Delivered,,4.0,DELV_297,1.8,26.0,True
ORDR_123827,CUST_1577,Waffle Lust,Fast Food,Bangalore,275,2025-07-23 18:55:40,2025-07-23 19:44:40,Delivered,,4.0,DELV_228,7.5,49.0,False
ORDR_124999,CUST_2335,Idli Factory,South Indian,Bangalore,257,2025-07-23 18:59:43,2025-07-23 19:35:43,Delivered,,,DELV_142,1.7,36.0,True
ORDR_120048,CUST_1577,MTR,South Indian,Bangalore,120,2025-07-23 19:04:56,2025-07-23 19:51:56,Delivered,,5.0,DELV_134,3.2,47.0,False
ORDR_105025,CUST_3278,Paradise Biryani,Biryani,Hyderabad,492,2025-07-23 19:13:39,2025-07-23 19:53:39,Delivered,,,DELV_218,3.4,40.0,True
ORDR_110529,CUST_2335,MTR,South Indian,Bangalore,235,2025-07-23 19:13:54,2025-07-23 20:06:54,Delivered,,3.0,DELV_363,6.0,53.0,False
ORDR_114257,CUST_1415,Pizza Hut,Fast Food,Bangalore,333,2025-07-23 19:15:33,2025-07-23 19:52:33,Delivered,,4.0,DELV_122,1.5,37.0,True
ORDR_116788,CUST_1415,The Noodle Theory,Chinese,Bangalore,564,2025-07-23 19:17:29,2025-07-23 20:22:29,Delivered,,,DELV_323,6.7,65.0,False
ORDR_115386,CUST_2039,Natural Ice Cream,Desserts,Mumbai,398,2025-07-23 19:17:52,2025-07-23 20:02:52,Delivered,,5.0,DELV_238,5.2,45.0,False
ORDR_121087,CUST_2371,Mainland China,Chinese,Bangalore,355,2025-07-23 19:35:48,2025-07-23 20:13:48,Delivered,,4.0,DELV_154,1.2,38.0,True
ORDR_109208,CUST_1577,Wok Express,Chinese,Bangalore,408,2025-07-23 20:14:41,2025-07-23 21:13:41,Delivered,,1.0,DELV_345,7.8,59.0,False
ORDR_107750,CUST_1577,Mainland China,Chinese,Bangalore,167,2025-07-23 20:27:08,2025-07-23 21:35:08,Delivered,,,DELV_261,5.4,68.0,False
ORDR_114099,CUST_1577,Biryani Blues,Biryani,Bangalore,239,2025-07-23 20:50:03,2025-07-23 22:17:03,Delivered,,,DELV_345,13.1,87.0,False
ORDR_111479,CUST_3278,Charminar Bites,Biryani,Hyderabad,496,2025-07-23 20:54:37,2025-07-23 21:38:37,Delivered,,3.0,DELV_265,4.3,44.0,False
ORDR_121497,CUST_1153,Sagar Ratna,South Indian,Pune,555,2025-07-23 20:59:40,2025-07-23 21:32:40,Delivered,,4.0,DELV_115,2.1,33.0,True
ORDR_113703,CUST_2678,Waffle Lust,Fast Food,Pune,452,2025-07-23 21:11:46,2025-07-23 21:51:46,Delivered,,3.0,DELV_187,2.8,40.0,True
ORDR_112206,CUST_3656,MTR,South Indian,Chennai,198,2025-07-23 21:24:23,2025-07-23 22:11:23,Delivered,,4.0,DELV_194,1.6,47.0,False
ORDR_118863,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,472,2025-07-23 21:29:21,2025-07-23 22:03:21,Delivered,,5.0,DELV_315,2.0,34.0,True
ORDR_115392,CUST_3656,Sweet Truth,Desserts,Chennai,492,2025-07-23 21:42:35,2025-07-23 22:21:35,Delivered,,,DELV_227,4.4,39.0,True
ORDR_115150,CUST_3278,Tandoori Nights,North Indian,Hyderabad,538,2025-07-23 21:44:41,2025-07-23 22:31:41,Delivered,,2.0,DELV_387,2.7,47.0,False
ORDR_103438,CUST_2115,Saravana Bhavan,South Indian,Hyderabad,192,2025-07-23 21:45:39,2025-07-23 22:35:39,Delivered,,,DELV_124,3.9,50.0,False
ORDR_123517,CUST_2335,Chinatown,Chinese,Bangalore,634,2025-07-23 21:51:30,2025-07-23 22:42:30,Delivered,,1.0,DELV_234,5.4,51.0,False
ORDR_120395,CUST_3278,Mehfil,Biryani,Hyderabad,518,2025-07-23 21:52:43,2025-07-23 22:45:43,Delivered,,,DELV_105,4.5,53.0,False
ORDR_100647,CUST_1577,Dakshin Delight,South Indian,Bangalore,551,2025-07-23 22:00:38,2025-07-23 23:01:38,Delivered,,3.0,DELV_347,1.9,61.0,False
ORDR_106839,CUST_1577,KFC,Fast Food,Bangalore,268,2025-07-23 22:01:43,2025-07-23 22:55:43,Delivered,,,DELV_209,3.8,54.0,False
ORDR_123170,CUST_2335,Paradise Biryani,Biryani,Bangalore,667,2025-07-23 22:02:59,2025-07-23 22:55:59,Delivered,,4.0,DELV_222,4.1,53.0,False
ORDR_114471,CUST_1415,Idli Factory,South Indian,Bangalore,389,2025-07-23 22:15:00,2025-07-23 23:04:00,Delivered,,4.0,DELV_214,3.3,49.0,False
ORDR_106135,CUST_3278,Paradise Biryani,Biryani,Hyderabad,734,2025-07-23 22:19:37,2025-07-23 23:12:37,Delivered,,3.0,DELV_189,4.5,53.0,False
ORDR_119575,CUST_3278,Dragon Bowl,Chinese,Hyderabad,283,2025-07-23 22:37:47,2025-07-23 23:28:47,Delivered,,5.0,DELV_277,3.3,51.0,False
ORDR_106506,CUST_3656,Dragon Bowl,Chinese,Chennai,549,2025-07-23 22:49:28,2025-07-23 23:19:28,Delivered,,,DELV_332,2.3,30.0,True
ORDR_123041,CUST_1577,Charminar Bites,Biryani,Bangalore,327,2025-07-23 22:50:15,2025-07-24 00:15:15,Delivered,,,DELV_156,12.1,85.0,False
ORDR_103557,CUST_2076,Biryani Blues,Biryani,Hyderabad,228,2025-07-23 23:37:54,2025-07-24 00:09:54,Delivered,,5.0,DELV_123,1.4,32.0,True
ORDR_113384,CUST_1577,Tandoori Nights,North Indian,Bangalore,375,2025-07-24 02:25:06,2025-07-24 02:57:06,Delivered,,5.0,DELV_156,1.1,32.0,True
ORDR_103440,CUST_3278,Biryani Blues,Biryani,Hyderabad,228,2025-07-24 02:30:46,2025-07-24 03:06:46,Delivered,,4.0,DELV_184,2.3,36.0,True
ORDR_116775,CUST_2371,Charminar Bites,Biryani,Bangalore,383,2025-07-24 03:43:02,2025-07-24 04:19:02,Delivered,,4.0,DELV_111,1.1,36.0,True
ORDR_119946,CUST_3278,Charminar Bites,Biryani,Hyderabad,332,2025-07-24 05:46:17,2025-07-24 06:28:17,Delivered,,4.0,DELV_218,6.6,42.0,False
ORDR_117380,CUST_3278,Behrouz Biryani,Biryani,Hyderabad,478,2025-07-24 05:52:21,2025-07-24 06:30:21,Delivered,,5.0,DELV_284,2.8,38.0,True
ORDR_110419,CUST_3656,Idli Factory,South Indian,Chennai,120,2025-07-24 07:12:54,2025-07-24 07:42:54,Delivered,,5.0,DELV_279,2.6,30.0,True
ORDR_119308,CUST_3278,Paradise Biryani,Biryani,Hyderabad,481,2025-07-24 08:44:17,2025-07-24 09:21:17,Delivered,,5.0,DELV_312,5.0,37.0,True
ORDR_106490,CUST_3278,Sagar Ratna,South Indian,Hyderabad,413,2025-07-24 08:45:27,2025-07-24 09:07:27,Delivered,,5.0,DELV_153,1.6,22.0,True
ORDR_108043,CUST_1577,Pizza Hut,Fast Food,Bangalore,696,2025-07-24 09:52:36,2025-07-24 10:57:36,Delivered,,2.0,DELV_240,9.7,65.0,False
ORDR_123652,CUST_3071,Subway Corner,Fast Food,Delhi,256,2025-07-24 10:44:24,2025-07-24 11:18:24,Delivered,,4.0,DELV_340,1.8,34.0,True
ORDR_109753,CUST_2115,Waffle Lust,Fast Food,Hyderabad,660,2025-07-24 11:11:56,2025-07-24 11:44:56,Delivered,,4.0,DELV_150,1.8,33.0,True
ORDR_115560,CUST_3656,MTR,South Indian,Chennai,190,2025-07-24 11:44:51,2025-07-24 12:09:51,Delivered,,,DELV_227,2.3,25.0,True
ORDR_124257,CUST_3996,Wok Express,Chinese,Delhi,690,2025-07-24 12:05:41,2025-07-24 12:37:41,Delivered,,4.0,DELV_296,3.2,32.0,True
